epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,847.836,1.40828,2.19321,1.23118,0.71052,0.83231,0.84439,0.61022,1.01391,1.36919,1.05372,0.000190842,0.000190842,0.000190842
